"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 16 13:49:15 IST 2022","Sun Jan 16 13:49:18 IST 2022","2995","","lucaDashboardsTests: Luca Payments, add a payment, read only user","","lucaDashboardsTests: Luca Payments, add a payment, read only user","should move the mouse over the Families link and click on View All Families","should move the mouse over the Families link and click on View All Families",""
"failed","Sun Jan 16 12:58:50 IST 2022","Sun Jan 16 12:59:13 IST 2022","22849","","externalTests: Verify that External Registration creates family correctly for Basis Independent Schools","","externalTests: Verify that External Registration creates family correctly for Basis Independent Schools","should check if family is displayed and school is independent Brooklyn","should check if family is displayed and school is independent Brooklyn",""
"passed","Sun Jan 16 13:04:54 IST 2022","Sun Jan 16 13:05:01 IST 2022","7417","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","should verify family and student page is loaded again","should verify family and student page is loaded again",""
"passed","Sun Jan 16 13:14:57 IST 2022","Sun Jan 16 13:15:00 IST 2022","3759","","lucaFamiliesModuleTests: Perform Batch Action Add Fee And Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee And Discount on Several Families And Students","should click on the edit billing details link first time","should click on the edit billing details link first time",""
"failed","Sun Jan 16 13:35:50 IST 2022","Sun Jan 16 13:36:06 IST 2022","15806","","lucaFeesAndDiscountsTests: Add Discount Verification, check filter Criteria","","lucaFeesAndDiscountsTests: Add Discount Verification, check filter Criteria","should enter the Ammount for the first Student and verify that the appropriate pop-up appears and validate controls for the Fee","should enter the Ammount for the first Student and verify that the appropriate pop-up appears and validate controls for the Fee",""
"passed","Sun Jan 16 13:29:01 IST 2022","Sun Jan 16 13:29:05 IST 2022","3648","","Main Landing Page, Verify Reports and Enrollment Menu Accessibility","","Main Landing Page, Verify Reports and Enrollment Menu Accessibility","should verify that the Pending Families Page has been reached","should verify that the Pending Families Page has been reached",""
"passed","Sun Jan 16 13:28:19 IST 2022","Sun Jan 16 13:28:22 IST 2022","3733","","Main Landing Page, Verify Presence of Elements in Top Menu Bar","","Main Landing Page, Verify Presence of Elements in Top Menu Bar","should verify that the School Contact Information page has been reached","should verify that the School Contact Information page has been reached",""
"passed","Sun Jan 16 14:39:41 IST 2022","Sun Jan 16 14:39:47 IST 2022","5765","","bbPaymentServices: Luca - Verifying that a family can be enrolled using Credit Card with CC Fee and without, and a Payment can be applied","","bbPaymentServices: Luca - Verifying that a family can be enrolled using Credit Card with CC Fee and without, and a Payment can be applied","should verify the Account is properly displayed with the last 4 numbers displayed","should verify the Account is properly displayed with the last 4 numbers displayed",""
"passed","Sun Jan 16 13:04:50 IST 2022","Sun Jan 16 13:04:52 IST 2022","1805","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","should verify that the appropriate message is received third time","should verify that the appropriate message is received third time",""
"passed","Sun Jan 16 12:56:00 IST 2022","Sun Jan 16 12:56:01 IST 2022","1032","","homepageTests: Verifies Enrollment code for Remove Fees","","homepageTests: Verifies Enrollment code for Remove Fees","should click on selected language","should click on selected language",""
"passed","Sun Jan 16 14:14:18 IST 2022","Sun Jan 16 14:14:26 IST 2022","7726","","lucaFamiliesModuleTests: Apply fee towards family","","lucaFamiliesModuleTests: Apply fee towards family","should verify that the appropriate message is received after clicking submit fee","should verify that the appropriate message is received after clicking submit fee",""
"failed","Sun Jan 16 13:20:47 IST 2022","Sun Jan 16 13:20:49 IST 2022","1294","","lucaEnrollment: verify filters on Parent registration page","","lucaEnrollment: verify filters on Parent registration page","should mouse over Enrollment and click on Parent Registration","should mouse over Enrollment and click on Parent Registration",""
"passed","Sun Jan 16 14:20:08 IST 2022","Sun Jan 16 14:20:10 IST 2022","1402","","lucaAddANoteTests: Verifying Controls UI + Create Note","","lucaAddANoteTests: Verifying Controls UI + Create Note","should complete the Subject field","should complete the Subject field",""
"passed","Sun Jan 16 14:34:22 IST 2022","Sun Jan 16 14:34:24 IST 2022","1931","","Parent Site, Payment verification for a family with Bank Account","","Parent Site, Payment verification for a family with Bank Account","should input a valid Username into the Username field","should input a valid Username into the Username field",""
"passed","Sun Jan 16 12:54:38 IST 2022","Sun Jan 16 12:54:39 IST 2022","978","","homepageTests: Enrollment with Credit Card and Debit Bank account option","","homepageTests: Enrollment with Credit Card and Debit Bank account option","should set expiration month","should set expiration month",""
"passed","Sun Jan 16 14:35:38 IST 2022","Sun Jan 16 14:35:40 IST 2022","1257","","Call Center Payment Encryption Tests, Bank Account family","","Call Center Payment Encryption Tests, Bank Account family","should switch to iFrame, 1st time","should switch to iFrame, 1st time",""
"passed","Sun Jan 16 13:18:26 IST 2022","Sun Jan 16 13:18:27 IST 2022","1143","","lucaEnrollment: Verifying Payment Information for the a Family with CC","","lucaEnrollment: Verifying Payment Information for the a Family with CC","should input correct password","should input correct password",""
"passed","Sun Jan 16 12:54:03 IST 2022","Sun Jan 16 12:54:04 IST 2022","976","","homepageTests: Enrollment with Credit Card entry","","homepageTests: Enrollment with Credit Card entry","should input email address of the payer","should input email address of the payer",""
"passed","Sun Jan 16 14:28:45 IST 2022","Sun Jan 16 14:28:47 IST 2022","2176","","Luca Settings: Create a family Via APi, verify Incidental Billing API_61, API_62, API_63","","Luca Settings: Create a family Via APi, verify Incidental Billing API_61, API_62, API_63","should input valid username in order to verify API data is correct in UI","should input valid username in order to verify API data is correct in UI",""
"passed","Sun Jan 16 13:24:48 IST 2022","Sun Jan 16 13:24:49 IST 2022","1469","","lucaBillingTests: Verify Applicable Not applicable Fees","","lucaBillingTests: Verify Applicable Not applicable Fees","should click on the Select A Fee drop-down third time","should click on the Select A Fee drop-down third time",""
"passed","Sun Jan 16 12:54:03 IST 2022","Sun Jan 16 12:54:04 IST 2022","997","","homepageTests: Enrollment with Credit Card and Debit Bank account option","","homepageTests: Enrollment with Credit Card and Debit Bank account option","should input the first name of the additional payer","should input the first name of the additional payer",""
"passed","Sun Jan 16 14:22:05 IST 2022","Sun Jan 16 14:22:07 IST 2022","1598","","lucaQuickBooksTests: Verify QuickBooks Account Recognition Type","","lucaQuickBooksTests: Verify QuickBooks Account Recognition Type","should click on Account Recognition Type NA","should click on Account Recognition Type NA",""
"passed","Sun Jan 16 13:03:49 IST 2022","Sun Jan 16 13:03:51 IST 2022","1661","","lucaFamiliesModuleTests: Manage Families verify Batch actions towards family","","lucaFamiliesModuleTests: Manage Families verify Batch actions towards family","should click Type Code again","should click Type Code again",""
"failed","Sun Jan 16 14:34:08 IST 2022","Sun Jan 16 14:34:14 IST 2022","5695","","Luca Settings: Verify Luca User can link two families api-92","","Luca Settings: Verify Luca User can link two families api-92","should verify that the 1st family has been reached","should verify that the 1st family has been reached",""
"passed","Sun Jan 16 13:10:36 IST 2022","Sun Jan 16 13:10:38 IST 2022","2248","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Several Families And Students","should click on the side tab from family and student page second time","should click on the side tab from family and student page second time",""
"passed","Sun Jan 16 13:25:53 IST 2022","Sun Jan 16 13:25:54 IST 2022","1191","","lucaBillingTests: Edit Billing module, multiple discount deletion","","lucaBillingTests: Edit Billing module, multiple discount deletion","should input correct password","should input correct password",""
"passed","Sun Jan 16 14:23:26 IST 2022","Sun Jan 16 14:23:29 IST 2022","3578","","Luca Settings: Manage Payment Plans tests - Number of months calculus API_023, API_024","","Luca Settings: Manage Payment Plans tests - Number of months calculus API_023, API_024","should select the latest school year","should select the latest school year",""
"passed","Sun Jan 16 13:23:28 IST 2022","Sun Jan 16 13:23:29 IST 2022","1123","","lucaBillingTests: Add Fee and Discount to Family","","lucaBillingTests: Add Fee and Discount to Family","should click on first student again","should click on first student again",""
"passed","Sun Jan 16 14:22:09 IST 2022","Sun Jan 16 14:22:10 IST 2022","1726","","lucaQuickBooksTests: Verify QuickBooks Account Recognition Type","","lucaQuickBooksTests: Verify QuickBooks Account Recognition Type","should click on Account Recognition Type Deferred, again","should click on Account Recognition Type Deferred, again",""
"passed","Sun Jan 16 13:32:40 IST 2022","Sun Jan 16 13:32:42 IST 2022","2235","","lucaFeesAndDiscountsTests: Add Discount Verification","","lucaFeesAndDiscountsTests: Add Discount Verification","should click on Student Button","should click on Student Button",""
"passed","Sun Jan 16 14:32:12 IST 2022","Sun Jan 16 14:32:15 IST 2022","3072","","lucaChangePaymentPlans: Change Payment Plan module, Extend Payment Plan Tests","","lucaChangePaymentPlans: Change Payment Plan module, Extend Payment Plan Tests","should move the mouse over the Families link and click on View All Families","should move the mouse over the Families link and click on View All Families",""
